name,state,pop
Fremont College,CA,387.0
Pomona Unified School District Adult and Career Education,CA,432.0
Universal College of Beauty Inc-Los Angeles 2,CA,20.0
Xenon International Academy-Denver,CO,62.0
ITT Technical Institute-Lake Mary,FL,382.0
Heritage Institute-Jacksonville,FL,285.0
Fortis College-Smyrna,GA,642.0
Remington College-Honolulu Campus,HI,442.0
Vatterott College-Des Moines,IA,194.0
Brown Mackie College-Quad Cities,IA,369.0
Pivot Point Academy-Bloomingdale,IL,133.0
Blalock's Professional Beauty College,LA,17.0
Diesel Driving Academy-Baton Rouge,LA,290.0
Jonesville Beauty School,LA,36.0
New England Hair Academy,MA,132.0
Rob Roy Academy-Worcester,MA,176.0
Upper Cape Cod Regional Technical School,MA,70.0
All-State Career-Baltimore,MD,714.0
New England School of Communications,ME,334.0
Everest Institute-Kalamazoo,MI,168.0
Adler Graduate School,MN,
Academy of Hair Design-Jackson,MS,86.0
KC's School of Hair Design,MS,94.0
Mitchells Hairstyling Academy-Goldsboro,NC,14.0
Lincoln Technical Institute-Moorestown,NJ,559.0
Monmouth County Vocational School District,NJ,60.0
Brightwood College-Las Vegas,NV,944.0
Beauty School of Middletown,NY,73.0
Bryant & Stratton College-Southtowns,NY,517.0
National Tractor Trailer School Inc-Buffalo,NY,130.0
Yeshiva Gedolah Imrei Yosef D'spinka,NY,122.0
Cleveland Institute of Dental-Medical Assistants-Mentor,OH,116.0
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,OH,64.0
Knox County Career Center,OH,303.0
Madison Adult Career Center,OH,150.0
Remington College-Cleveland Campus,OH,510.0
Brown Mackie College-Findlay,OH,369.0
Toledo Academy of Beauty Culture-East,OH,119.0
U S Grant Joint Vocational School,OH,25.0
CC's Cosmetology College,OK,46.0
Chisholm Trail Technology Center,OK,76.0
Gordon Cooper Technology Center,OK,831.0
Kiamichi Technology Center-Atoka,OK,66.0
Kiamichi Technology Center-Durant,OK,80.0
Kiamichi Technology Center-Hugo,OK,86.0
Kiamichi Technology Center-McAlester,OK,207.0
Kiamichi Technology Center-Idabel,OK,72.0
Kiamichi Technology Center-Poteau,OK,225.0
Kiamichi Technology Center-Spiro,OK,52.0
Kiamichi Technology Center-Talihina,OK,47.0
Le Cordon Bleu College of Culinary Arts-Portland,OR,452.0
YTI Career Institute-Altoona,PA,334.0
Eastern Center for Arts and Technology,PA,106.0
Empire Beauty School-Center City Philadelphia,PA,349.0
Centro de Estudios Multidisciplinarios-Humacao,PR,695.0
Colegio Mayor de Tecnologia Inc,PR,120.0
Institucion Chaviano de Mayaguez,PR,38.0
EDIC College,PR,1148.0
Liceo de Arte-Dise-O y Comercio,PR,279.0
Universal Technology College of Puerto Rico,PR,412.0
Academy of Hair Technology,SC,77.0
Mr Wayne's School of Unisex Hair Design,TN,44.0
The Center for Cosmetology Education,TN,51.0
Queen City College,TN,119.0
College of the Marshall Islands,MH,1078.0
Lighthouse Career Institute,TX,11.0
American National College,TX,25.0
ITT Technical Institute-San Antonio,TX,502.0
Remington College-Fort Worth Campus,TX,435.0
University of Cosmetology Arts & Sciences-San Antonio Jamar,TX,34.0
School of Automotive Machinists,TX,185.0
SW School of Business and Technical Careers-Cosmetology,TX,49.0
SW School of Business and Technical Careers,TX,59.0
Texas College of Cosmetology-Abilene,TX,87.0
Vista College-Online,TX,201.0
Centura College-Newport News,VA,211.0
Centura College-Norfolk,VA,226.0
Virginia Beach City Public Schools School of Practical Nursing,VA,36.0
Northwest College of Art & Design,WA,94.0
University of Washington-Bothell Campus,WA,4378.0
University of Washington-Tacoma Campus,WA,3788.0
Valley College-Beckley,WV,331.0
Valley College-Martinsburg,WV,140.0
Valley College-Princeton,WV,89.0
Bellus Academy-Poway,CA,369.0
Capstone College,CA,40.0
Central Coast College,CA,276.0
ITT Technical Institute-Torrance,CA,453.0
Pacific College of Oriental Medicine-San Diego,CA,111.0
Artistic Nails and Beauty Academy-Tampa,FL,183.0
National Aviation Academy of Tampa Bay,FL,605.0
Cain's Barber College Inc,IL,90.0
Madison Oneida BOCES-Practical Nursing Program,NY,51.0
Astrodome Career Centers,TX,41.0
Center for Advanced Legal Studies,TX,200.0
Houston Training School-Main Campus,TX,175.0
Remington College-Houston Campus,TX,325.0
Bay Mills Community College,MI,547.0
Fond du Lac Tribal and Community College,MN,897.0
Northwest Indian College,WA,609.0
Marinello Schools of Beauty-Provo,UT,49.0
Provo College,UT,364.0
Paul Mitchell the School-Provo,UT,108.0
University of Phoenix-Utah,UT,804.0
Utah College of Massage Therapy-Salt Lake City,UT,347.0
CET-Coachella,CA,139.0
CET-Oxnard,CA,119.0
CET-Santa Maria,CA,145.0
Colorado School of Traditional Chinese Medicine,CO,
Massage Therapy Institute of Colorado,CO,61.0
Michigan College of Beauty-Troy,MI,321.0
Ogle School Hair Skin Nails-Dallas,TX,157.0
Phoenix Seminary,AZ,
Faust Institute of Cosmetology-Spirit Lake,IA,14.0
Seattle Vocational Institute,WA,188.0
Baker College of Port Huron,MI,794.0
Empire Beauty School-Hyannis,MA,72.0
Brookstone College-Greensboro,NC,181.0
Cheeks International Academy of Beauty Culture-Fort Collins,CO,39.0
Cheeks International Academy of Beauty Culture-Greeley,CO,38.0
Colorado School of Healing Arts,CO,171.0
Westwood College-Aurora Campus,CO,236.0
Healing Arts Institute,CO,53.0
ITT Technical Institute-San Bernardino,CA,686.0
Los Angeles ORT College-Van Nuys Campus,CA,317.0
University of Phoenix-Puerto Rico,PR,307.0
Mt. Diablo Adult Education-Mt. Diablo USD,CA,129.0
Royale College of Beauty,CA,76.0
Westech College,CA,456.0
Greater Lowell Technical School,MA,80.0
Academy of Hair Design-Pearl,MS,50.0
Miller-Motte Technical College-Clarksville,TN,404.0
Genesis Career College-Lebanon,TN,202.0
Brightwood College-Dallas,TX,435.0
Star College of Cosmetology 2,TX,100.0
Southwest Collegiate Institute for the Deaf,TX,114.0
Fortis College-Richmond,VA,491.0
Midwest College of Oriental Medicine-Racine,WI,20.0
Hacienda La Puente Adult Education,CA,3980.0
La Belle Beauty Academy,FL,403.0
Advanced Technical Centers,FL,31.0
Hawaii Community College,HI,2633.0
Regency Beauty Institute-Winston-Salem,NC,104.0
Robert Fiance Beauty Schools-North Plainfield,NJ,196.0
Long Island Beauty School-Hauppauge,NY,249.0
Buckeye Joint Vocational School,OH,95.0
Sandusky Career Center,OH,82.0
Greater Altoona Career & Technology Center,PA,236.0
Northeastern Hospital School of Nursing,PA,70.0
Central Texas Beauty College-Temple,TX,99.0
Dance Theatre of Harlem Inc,NY,3.0
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY,134.0
Empire Beauty School-Brooklyn,NY,125.0
Houston Training School-Gulfgate,TX,282.0
Star Career Academy-Philadelphia,PA,879.0
Antonelli College-Hattiesburg,MS,209.0
Eastern New Mexico University-Ruidoso Campus,NM,468.0
Beacon College,FL,223.0
Acupuncture and Integrative Medicine College-Berkeley,CA,
Estrella Mountain Community College,AZ,7735.0
Heartland Community College,IL,4326.0
University of the Potomac-Washington DC Campus,DC,253.0
Rabbi Jacob Joseph School,NJ,84.0
Sanford-Brown Institute-Ft Lauderdale,FL,427.0
The Salon Professional Academy-Melbourne,FL,74.0
Fortis Institute-Scranton,PA,385.0
Milan Institute of Cosmetology-Amarillo,TX,135.0
Everglades University,FL,1284.0
Seminar L'moros Bais Yaakov,NY,281.0
Herzing University-Winter Park,FL,430.0
Emil Fries Piano Hospital and Training Center,WA,5.0
Fairview Beauty Academy,OH,52.0
Florida College of Natural Health-Pompano Beach,FL,203.0
National College-Nashville,TN,512.0
College of Biblical Studies-Houston,TX,482.0
Inner State Beauty School,OH,133.0
Virginia College-Pensacola,FL,384.0
Mid-EastCTC-Adult Education,OH,305.0
Everest University-South Orlando,FL,22340.0
Polaris Career Center,OH,248.0
P&A Scholars Beauty School,MI,305.0
Rensselaer BOCES-Practical Nursing Program,NY,50.0
ASM Beauty World Academy,FL,328.0
The Salter School-Tewksbury Campus,MA,252.0
Sharps Academy of Hair Styling,MI,38.0
College of Health Care Professions-Northwest,TX,1172.0
School of Professional Horticulture  New York Botanical Garden,NY,6.0
Fortis College-Houston,TX,287.0
Volunteer Beauty Academy-Madison,TN,27.0
Watkins College of Art Design & Film,TN,288.0
Chicago ORT Technical Institute,IL,433.0
Alhambra Beauty College,CA,92.0
UEI College-Gardena,CA,1487.0
Asian American International Beauty College,CA,173.0
Avance Beauty College,CA,60.0
Colton-Redlands-Yucaipa Regional Occupational Program,CA,80.0
Copper Mountain Community College,CA,1373.0
Diversified Vocational College,CA,679.0
Bristol University,CA,49.0
UEI College-Fresno,CA,1418.0
Mt Sierra College,CA,465.0
Wyotech-Long Beach,CA,1136.0
Santiago Canyon College,CA,10634.0
Southern California Institute of Technology,CA,526.0
Soka University of America,CA,411.0
Summit College,CA,663.0
Advance Beauty College,CA,474.0
World Mission University,CA,139.0
Yo San University of Traditional Chinese Medicine,CA,
Coast Career Institute,CA,212.0
Cannella School of Hair Design-Blue Island,IL,54.0
John Amico School of Hair Design,IL,194.0
Delta College Inc,LA,186.0
Colorado Technical University-Sioux Falls,SD,93.0
Southwest University of Visual Arts-Albuquerque,NM,202.0
Tri-State Cosmetology Institute,TX,173.0
Widener University-Commonwealth Law School,PA,
Volunteer Beauty Academy-Nashville,TN,45.0
Frontier Community College,IL,293.0
Lincoln Trail College,IL,564.0
Wabash Valley College,IL,886.0
American Institute of Interior Design,AZ,28.0
Brookline College-Tempe,AZ,404.0
Baker College of Auburn Hills,MI,2668.0
Baker College of Clinton Township,MI,3588.0
Inter American University of Puerto Rico-School of Optometry,PR,
Schiller International University,FL,39.0
Vatterott College-Springfield,MO,348.0
Vatterott College-Joplin,MO,264.0
Vatterott College-Kansas City,MO,638.0
Coconino Community College,AZ,2837.0
Sanford-Brown College-Houston,TX,671.0
Sanford-Brown Institute-Jacksonville,FL,340.0
Sanford-Brown College-Dallas,TX,490.0
Baker College of Cadillac,MI,1326.0
Emma's Beauty Academy-Juana Diaz,PR,391.0
Franklin Academy,TN,58.0
Columbia Central University-Yauco,PR,407.0
Pima Medical Institute-Denver,CO,937.0
ASA College,NY,4551.0
Ohio State School of Cosmetology-Westerville,OH,117.0
Nationwide Beauty Academy,OH,82.0
Yeshivas Novominsk,NY,129.0
Southern Careers Institute-Corpus Christi,TX,314.0
Kiamichi Technology Center-Stigler,OK,21.0
Rabbinical College of Ohr Shimon Yisroel,NY,164.0
Carroll Community College,MD,3370.0
University of Phoenix-New Mexico,NM,1238.0
Galen College of Nursing-Tampa Bay,FL,862.0
Galen College of Nursing-San Antonio,TX,1097.0
Sarasota School of Massage Therapy,FL,95.0
Westwood College-Dupage,IL,157.0
Wright Career College,KS,1391.0
Daymar College-Louisville,KY,21.0
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,144.0
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,27.0
DCI Career Institute,PA,94.0
Central Susquehanna Intermediate Unit LPN Career,PA,92.0
Myotherapy College of Utah,UT,84.0
Graham Webb International Academy of Hair,VA,142.0
City College-Gainesville,FL,510.0
Arizona State University-West,AZ,3280.0
Connecticut Center for Massage Therapy-Westport,CT,115.0
ITT Technical Institute-Jacksonville,FL,603.0
G Skin & Beauty Institute,IL,292.0
Cosmetology Training Center,LA,116.0
Stage One-The Hair School,LA,103.0
Empire Beauty School-Malden,MA,134.0
Minnesota School of Business-Brooklyn Center,MN,106.0
ITT Technical Institute-Omaha,NE,395.0
Omaha School of Massage and Healthcare of Herzing University,NE,146.0
Xenon International Academy-Omaha,NE,230.0
Capri Institute of Hair Design-Brick,NJ,167.0
Capri Institute of Hair Design-Kenilworth,NJ,172.0
Capri Institute of Hair Design-Paramus,NJ,164.0
Orlo School of Hair Design and Cosmetology,NY,66.0
Delaware Area Career Center,OH,95.0
Eastland-Fairfield Career and Technical Schools,OH,221.0
Empire Beauty School-Cincinnati,OH,152.0
Mahoning County Career and Technical Center,OH,116.0
Pickaway Ross Joint Vocational School District,OH,286.0
Pioneer Career and Technology Center,OH,20.0
Raphael's School of Beauty Culture Inc-Boardman,OH,137.0
Scioto County Career Technical Center,OH,308.0
Trumbull Career & Technical Center,OH,118.0
Northwest Technology Center-Fairview,OK,15.0
Lake Erie College of Osteopathic Medicine,PA,
University of Cosmetology Arts & Sciences-Harlingen,TX,190.0
Gene Juarez Academy of Beauty-Federal Way,WA,277.0
Empire Beauty School-Green Bay,WI,76.0
Warren County Career Center,OH,263.0
Brown Mackie College-Fort Wayne,IN,507.0
Paul Mitchell the School-Wichita,KS,132.0
Pinnacle Institute of Cosmetology,NC,79.0
Career Training Academy-Monroeville,PA,115.0
Southern Careers Institute-Pharr,TX,470.0
Texas State Technical College-Marshall,TX,489.0
Florida National University-Main Campus,FL,1798.0
Georgia Institute of Cosmetology,GA,328.0
Nouvelle Institute,FL,117.0
ITT Technical Institute-Fort Lauderdale,FL,552.0
Franklin Technology-MSSU,MO,178.0
Professional Technical Institution Inc,PR,325.0
Erikson Institute,IL,
South Texas College,TX,17710.0
Pike County Joint Vocational School District,OH,69.0
Lorain County Joint Vocational School District,OH,107.0
Roger Williams University School of Law,RI,
Everest Institute-Kendall,FL,147.0
California State University-Monterey Bay,CA,5924.0
Heald College-Salinas,CA,682.0
Heritage College-Oklahoma City,OK,715.0
Ann Arbor Institute of Massage Therapy,MI,95.0
Brown Mackie College-Atlanta,GA,919.0
Bryant & Stratton College-Henrietta,NY,393.0
Argosy University-The Art Institute of California-Hollywood,CA,1602.0
Sage College,CA,407.0
Lincoln Technical Institute-Hartford,CT,450.0
Ohio Center for Broadcasting-Valley View,OH,169.0
EINE Inc,MA,43.0
Marian Health Careers Center-Los Angeles Campus,CA,117.0
Cleveland Clinic Health System-School of Diagnostic Imaging,OH,37.0
National Institute of Massotherapy,OH,45.0
Academy for Nursing and Health Occupations,FL,424.0
Shawsheen Valley Regional Vocational Technical School,MA,43.0
Shear Ego International School of Hair Design,NY,111.0
Remington College-Memphis Campus,TN,633.0
Fayette Institute of Technology,WV,35.0
Professional Beauty School,WA,21.0
Capella University,MN,8738.0
College of Menominee Nation,WI,404.0
Leech Lake Tribal College,MN,290.0
Southwest Acupuncture College-Albuquerque,NM,
Spartan College of Aeronautics & Technology,CA,414.0
Stone Academy-Waterbury,CT,187.0
East San Gabriel Valley Regional Occupational Program,CA,581.0
Yukon Beauty College Inc,OK,25.0
ITT Technical Institute-Little Rock,AR,273.0
ITT Technical Institute-Oxnard,CA,291.0
ITT Technical Institute-Louisville,KY,442.0
ITT Technical Institute-Greenville,SC,269.0
ITT Technical Institute-Cordova,TN,545.0
Toni & Guy Hairdressing Academy-Atlanta,GA,63.0
Mitchell's Hair Styling Academy-Raleigh,NC,72.0
Salon Academy,MI,75.0
Artistic Academy of Hair Design,NJ,156.0
Motoring Technical Training Institute,MA,314.0
Baker College of Jackson,MI,1920.0
Phagans Newport Academy of Cosmetology Careers,OR,31.0
Mech-Tech College,PR,3101.0
Baldwin Beauty School-North Austin,TX,72.0
ITT Technical Institute-Everett,WA,279.0
Jean Madeline Aveda Institute,PA,297.0
Stillwater Beauty Academy,OK,30.0
ITT Technical Institute-Bessemer,AL,500.0
ITT Technical Institute-Orland Park,IL,524.0
Pacific College of Oriental Medicine-New York,NY,133.0
Baker College Center for Graduate Studies,MI,3905.0
Johnson & Wales University-North Miami,FL,1890.0
ITT Technical Institute-Pittsburgh,PA,179.0
Tricoci University of Beauty Culture-Indianapolis,IN,111.0
Trine University-Regional/Non-Traditional Campuses,IN,542.0
Pennsylvania Highlands Community College,PA,1257.0
Nevada Career Institute,NV,283.0
Phillips Theological Seminary,OK,
Empire Beauty School-Hanover,PA,86.0
Industrial Management Training Institute,CT,140.0
Faris Technical Institute Inc,TX,17.0
Four-D College,CA,633.0
Allen School-Jamaica,NY,322.0
Premiere Career College,CA,399.0
Tennessee Academy of Cosmetology-Stage Road,TN,95.0
The University of Texas MD Anderson Cancer Center,TX,292.0
Carousel Beauty College-Springfield,OH,59.0
Carousel Beauty College-Kettering,OH,62.0
Paul Mitchell the School-Huntsville,AL,149.0
Estes Institute of Cosmetology Arts and Science,CA,76.0
Baldwin Park Adult & Community Education,CA,307.0
Ventura Adult and Continuing Education,CA,104.0
Marinello Schools of Beauty-Sacramento,CA,462.0
Albert I Prince Technical High School,CT,56.0
Bullard-Havens Technical High School,CT,15.0
Howell Cheney THS/CT Aero Tech School,CT,52.0
W F Kaynor Technical High School,CT,38.0
