name,state,pop
Western Texas College,TX,1011.0
Wharton County Junior College,TX,6071.0
Wiley College,TX,1351.0
AmeriTech College-Provo,UT,131.0
Bridgerland Applied Technology College,UT,751.0
Brigham Young University-Provo,UT,27163.0
Brigham Young University-Hawaii,HI,2522.0
Broadview University-West Jordan,UT,197.0
Cameo College of Essential Beauty,UT,284.0
Sherman Kendall Academy-Salt Lake City,UT,60.0
Sherman Kendall Academy-Midvale,UT,63.0
Davis Applied Technology College,UT,1780.0
Dixie State University,UT,7443.0
Evans Hairstyling College-Cedar City,UT,31.0
Evans Hairstyling College-St George,UT,35.0
Paul Mitchell the School-Salt Lake City,UT,250.0
Eagle Gate College-Murray,UT,218.0
ITT Technical Institute-Murray,UT,417.0
Latter-day Saints Business College,UT,2006.0
Everest College-Salt Lake City,UT,217.0
Ogden-Weber Applied Technology College,UT,1595.0
Snow College,UT,3394.0
Southern Utah University,UT,5514.0
Stevens-Henager College,UT,321.0
Uintah Basin Applied Technology College,UT,470.0
Utah State University,UT,21087.0
Utah Valley University,UT,24546.0
Salt Lake Community College,UT,23512.0
University of Utah,UT,22804.0
Weber State University,UT,17413.0
Bennington College,VT,631.0
Burlington College,VT,178.0
Castleton University,VT,1890.0
Champlain College,VT,2918.0
Community College of Vermont,VT,4045.0
Goddard College,VT,182.0
Green Mountain College,VT,558.0
Johnson State College,VT,1363.0
Lyndon State College,VT,1266.0
Marlboro College,VT,199.0
Middlebury College,VT,2498.0
New England Culinary Institute,VT,384.0
Norwich University,VT,2584.0
O'Briens Aveda Institute,VT,46.0
Saint Michael's College,VT,2038.0
SIT Graduate Institute,VT,
College of St Joseph,VT,230.0
Southern Vermont College,VT,441.0
Vermont Law School,VT,
Vermont Technical College,VT,1336.0
University of Vermont,VT,9958.0
Bar Palma Beauty Careers Academy,VA,71.0
Advanced Technology Institute,VA,717.0
Averett University,VA,836.0
Bluefield College,VA,897.0
Bridgewater College,VA,1768.0
College of William and Mary,VA,6256.0
Regent University,VA,2273.0
Central Virginia Community College,VA,2769.0
Christopher Newport University,VA,5084.0
Suffolk Beauty Academy,VA,43.0
Bryant & Stratton College-Virginia Beach,VA,584.0
Bryant & Stratton College-Richmond,VA,626.0
Jefferson College of Health Sciences,VA,873.0
Dabney S Lancaster Community College,VA,706.0
Danville Community College,VA,2243.0
Eastern Virginia Medical School,VA,
Centura College-Virginia Beach,VA,181.0
Emory & Henry College,VA,997.0
Eastern Mennonite University,VA,1198.0
Eastern Shore Community College,VA,579.0
Ferrum College,VA,1447.0
George Mason University,VA,21678.0
Germanna Community College,VA,5599.0
Hampden-Sydney College,VA,1105.0
Hampton University,VA,3456.0
Hollins University,VA,588.0
J Sargeant Reynolds Community College,VA,10134.0
James Madison University,VA,18697.0
John Tyler Community College,VA,6403.0
Everest College-Newport News,VA,433.0
Liberty University,VA,49340.0
Longwood University,VA,4400.0
Lord Fairfax Community College,VA,4461.0
Lynchburg College,VA,2079.0
Centra College of Nursing,VA,151.0
Mary Baldwin College,VA,1296.0
University of Mary Washington,VA,4101.0
Marymount University,VA,2343.0
Danville Regional Medical Center School of Health Professions,VA,7.0
Mountain Empire Community College,VA,1721.0
American National University,VA,1279.0
New River Community College,VA,2824.0
Sentara College of Health Sciences,VA,367.0
Tidewater Tech-Trades,VA,301.0
Norfolk State University,VA,5284.0
Northern Virginia Community College,VA,43869.0
Old Dominion University,VA,19842.0
Patrick Henry Community College,VA,2001.0
Paul D Camp Community College,VA,802.0
Southside Regional Medical Center Professional Schools,VA,123.0
Miller-Motte Technical College-Lynchburg,VA,409.0
Piedmont Virginia Community College,VA,3561.0
Radford University,VA,8843.0
Sylvain Melloul International Hair Academy,VA,82.0
Randolph-Macon College,VA,1377.0
Randolph College,VA,658.0
Rappahannock Community College,VA,1650.0
Fortis College-Norfolk,VA,315.0
Richard Bland College of the College of William and Mary,VA,1056.0
Bon Secours Memorial College of Nursing,VA,489.0
University of Richmond,VA,3223.0
Riverside College of Health Careers,VA,270.0
Roanoke College,VA,1986.0
Bon Secours St Mary's Hospital School of Medical Imaging,VA,25.0
Shenandoah University,VA,1875.0
Southern Virginia University,VA,703.0
Southside Virginia Community College,VA,2668.0
Southwest Virginia Community College,VA,1758.0
Springfield Beauty Academy,VA,57.0
Staunton School of Cosmetology,VA,28.0
Strayer University-Virginia,VA,4448.0
Sweet Briar College,VA,561.0
Thomas Nelson Community College,VA,8921.0
Tidewater Community College,VA,24631.0
Union Presbyterian Seminary,VA,
The University of Virginia's College at Wise,VA,1477.0
Virginia Highlands Community College,VA,1703.0
Virginia Polytechnic Institute and State University,VA,24191.0
Virginia Western Community College,VA,5264.0
Virginia Commonwealth University,VA,22280.0
University of Virginia-Main Campus,VA,15515.0
Virginia Military Institute,VA,1700.0
Virginia School of Hair Design,VA,87.0
Virginia University of Lynchburg,VA,251.0
Virginia State University,VA,4481.0
Virginia Union University,VA,1322.0
Virginia Wesleyan College,VA,1492.0
Wards Corner Beauty Academy-Norfolk,VA,113.0
Washington and Lee University,VA,1880.0
Sanford-Brown College-Tysons Corner,VA,29.0
Washington County Adult Skill Center,VA,89.0
Wilson Workforce and Rehabilitation Center,VA,161.0
Wytheville Community College,VA,2084.0
Beauty Academy,WA,68.0
The Art Institute of Seattle,WA,1378.0
Evergreen Beauty and Barber College-Bellevue,WA,90.0
Bellevue College,WA,5346.0
Bellingham Technical College,WA,724.0
Big Bend Community College,WA,1614.0
Everest College-Bremerton,WA,232.0
Everest College-Renton,WA,342.0
Central Washington University,WA,9751.0
Centralia College,WA,1678.0
City University of Seattle,WA,1289.0
Paul Mitchell the School-Richland,WA,123.0
Clark College,WA,9383.0
Clover Park Technical College,WA,1792.0
Columbia Basin College,WA,5218.0
Cornish College of the Arts,WA,765.0
Divers Institute of Technology,WA,232.0
Eastern Washington University,WA,12402.0
Edmonds Community College,WA,4321.0
Everett Community College,WA,4800.0
Paroba College of Cosmetology,WA,93.0
The Evergreen State College,WA,3802.0
Pierce College-Fort Steilacoom,WA,4358.0
Glen Dow Academy of Hair Design,WA,151.0
Gonzaga University,WA,4754.0
Grays Harbor College,WA,1121.0
Green River College,WA,5228.0
Heritage University,WA,837.0
Highline College,WA,3510.0
Interface College-Spokane,WA,91.0
International Air and Hospitality Academy,WA,435.0
ITT Technical Institute-Seattle,WA,414.0
ITT Technical Institute-Spokane Valley,WA,295.0
Bastyr University,WA,246.0
Gene Juarez Academy of Beauty-Mountlake Terrace,WA,197.0
Bates Technical College,WA,981.0
Lake Washington Institute of Technology,WA,2027.0
Lower Columbia College,WA,1411.0
Trinity Lutheran College,WA,209.0
BJ's Beauty & Barber College,WA,28.0
Northwest Hair Academy,WA,144.0
North Seattle College,WA,2983.0
Northwest University,WA,1453.0
Olympic College,WA,4796.0
Perry Technical Institute,WA,791.0
Pacific Lutheran University,WA,2874.0
Peninsula College,WA,1361.0
University of Puget Sound,WA,2550.0
Renton Technical College,WA,1318.0
Saint Martin's University,WA,1316.0
South Seattle College,WA,1925.0
Seattle Central College,WA,3448.0
Everest College-Seattle,WA,123.0
Seattle Pacific University,WA,3253.0
Seattle University,WA,4415.0
Shoreline Community College,WA,2964.0
Skagit Valley College,WA,2823.0
South Puget Sound Community College,WA,3047.0
Spokane Community College,WA,4982.0
Spokane Falls Community College,WA,4650.0
Stylemaster College of Hair Design,WA,77.0
Tacoma Community College,WA,5171.0
Walla Walla Community College,WA,2561.0
Walla Walla University,WA,1639.0
Washington State University,WA,23585.0
University of Washington-Seattle Campus,WA,29468.0
Wenatchee Valley College,WA,2612.0
Everest College-Vancouver,WA,247.0
Western Washington University,WA,14054.0
Whatcom Community College,WA,2852.0
Whitman College,WA,1480.0
Whitworth University,WA,2340.0
Yakima Valley Community College,WA,2557.0
Alderson Broaddus University,WV,1024.0
Appalachian Beauty School,KY,21.0
Appalachian Bible College,WV,196.0
B M Spurr School of Practical Nursing,WV,31.0
Ben Franklin Career Center,WV,435.0
Bluefield State College,WV,1529.0
Cabell County Career Technology Center,WV,103.0
Charleston School of Beauty Culture,WV,121.0
University of Charleston,WV,1513.0
Clarksburg Beauty Academy and School of Massage Therapy,WV,122.0
Concord University,WV,2234.0
Davis & Elkins College,WV,839.0
Fairmont State University,WV,3699.0
Glenville State College,WV,1378.0
Huntington Junior College,WV,642.0
James Rumsey Technical Institute,WV,134.0
Ralph R Willis Career and Technical Center,WV,36.0
Marshall University,WV,8871.0
Mercer County Technical Education Center,WV,204.0
Meredith Manor International Equestrian Center,WV,120.0
Monongalia County Technical Education Center,WV,81.0
Morgantown Beauty College Inc,WV,67.0
Mountain State College,WV,158.0
Everest Institute-Cross Lanes,WV,63.0
Opportunities Industrialization Center,WV,64.0
Ohio Valley University,WV,387.0
West Virginia University at Parkersburg,WV,2574.0
Potomac State College of West Virginia University,WV,1310.0
Academy of Careers and Technology,WV,204.0
Salem International University,WV,402.0
Shepherd University,WV,3489.0
Southern West Virginia Community and Technical College,WV,1681.0
Fred W Eberle Technical Center,WV,109.0
West Virginia School of Osteopathic Medicine,WV,
West Virginia State University,WV,2237.0
West Virginia University Hospital Departments of Rad Tech and Nutrition,WV,46.0
West Liberty University,WV,2264.0
West Virginia University Institute of Technology,WV,1115.0
West Virginia Wesleyan College,WV,1375.0
West Virginia Business College-Wheeling,WV,125.0
West Virginia Junior College-Charleston,WV,162.0
West Virginia Junior College-Morgantown,WV,373.0
International Beauty School 4,WV,87.0
West Virginia Northern Community College,WV,1654.0
West Virginia University,WV,21945.0
Wheeling Jesuit University,WV,1131.0
Wood County School of Practical Nursing,WV,39.0
Advanced Institute of Hair Design-Glendale,WI,82.0
VICI Aveda Institute,WI,125.0
Alverno College,WI,1689.0
Madison Area Technical College,WI,12617.0
Bellin College,WI,305.0
Beloit College,WI,1225.0
Blackhawk Technical College,WI,2471.0
Cardinal Stritch University,WI,2304.0
Carroll University,WI,2934.0
Carthage College,WI,2835.0
Columbia College of Nursing,WI,147.0
Concordia University-Wisconsin,WI,4280.0
Edgewood College,WI,1863.0
Fox Valley Technical College,WI,7041.0
Gateway Technical College,WI,6525.0
Gill-Tech Academy of Hair Design,WI,109.0
The Salon Professional Academy-Eau Claire,WI,71.0
ITT Technical Institute-Greenfield,WI,422.0
Lakeland College,WI,2232.0
Lakeshore Technical College,WI,2296.0
Lawrence University,WI,1483.0
Maranatha Baptist University,WI,760.0
Marquette University,WI,8212.0
Medical College of Wisconsin,WI,
Mid-State Technical College,WI,2531.0
Milwaukee Area Technical College,WI,14991.0
Milwaukee Institute of Art & Design,WI,622.0
Milwaukee School of Engineering,WI,2592.0
Moraine Park Technical College,WI,3143.0
Mount Mary University,WI,716.0
Nashotah House,WI,
Nicolet Area Technical College,WI,1047.0
Northcentral Technical College,WI,3699.0
Northeast Wisconsin Technical College,WI,6613.0
Northland International University,WI,150.0
Northland College,WI,575.0
Ripon College,WI,820.0
Sacred Heart School of Theology,WI,
Saint Norbert College,WI,2052.0
Silver Lake College of the Holy Family,WI,296.0
State College of Beauty Culture Inc,WI,49.0
Southwest Wisconsin Technical College,WI,1356.0
Bryant & Stratton College-Milwaukee,WI,847.0
University of Wisconsin Colleges,WI,11530.0
Viterbo University,WI,2019.0
Chippewa Valley Technical College,WI,4505.0
Waukesha County Technical College,WI,5304.0
University of Wisconsin-Whitewater,WI,10533.0
Wisconsin Indianhead Technical College,WI,2642.0
Wisconsin School of Professional Psychology,WI,
Paul Mitchell the School-Green Bay,WI,166.0
University of Wisconsin-Eau Claire,WI,9987.0
University of Wisconsin-Green Bay,WI,5674.0
University of Wisconsin-La Crosse,WI,9492.0
Wisconsin Lutheran College,WI,1060.0
University of Wisconsin-Oshkosh,WI,10337.0
University of Wisconsin-Parkside,WI,4274.0
Herzing University-Madison,WI,2350.0
University of Wisconsin-Stout,WI,8094.0
University of Wisconsin-Superior,WI,2353.0
University of Wisconsin-Madison,WI,29302.0
University of Wisconsin-Milwaukee,WI,21577.0
University of Wisconsin-Platteville,WI,7888.0
University of Wisconsin-River Falls,WI,5381.0
University of Wisconsin-Stevens Point,WI,8880.0
Casper College,WY,2449.0
Central Wyoming College,WY,1099.0
Eastern Wyoming College,WY,681.0
Laramie County Community College,WY,3170.0
Northwest College,WY,1438.0
Sheridan College,WY,1976.0
Western Wyoming Community College,WY,2768.0
Cheeks International Academy of Beauty Culture-Cheyenne,WY,52.0
Wyotech-Laramie,WY,1085.0
University of Wyoming,WY,9910.0
American Samoa Community College,AS,1276.0
Guam Community College,GU,2010.0
University of Guam,GU,3607.0
Northern Marianas College,MP,1120.0
Institute of Beauty Careers,PR,152.0
Educational Technical College-Recinto de Bayamon,PR,497.0
American University of Puerto Rico,PR,742.0
American Educational College,PR,669.0
Antilles School of Technical Careers,PR,545.0
Universidad Adventista de las Antillas,PR,1223.0
Atlantic University College,PR,1425.0
Universidad Central de Bayamon,PR,1794.0
Columbia Central University-Caguas,PR,1750.0
Carlos Albizu University-San Juan,PR,108.0
Caribbean University-Bayamon,PR,1613.0
Caribbean University-Carolina,PR,575.0
Pontifical Catholic University of Puerto Rico-Arecibo,PR,616.0
Pontifical Catholic University of Puerto Rico-Ponce,PR,5730.0
Centro de Estudios Multidisciplinarios-San Juan,PR,892.0
Universidad Teologica del Caribe,PR,199.0
Colegio Universitario de San Juan,PR,1405.0
Universidad Metropolitana,PR,11529.0
Puerto Rico Conservatory of Music,PR,414.0
Center for Advanced Studies On Puerto Rico and the Caribbean,PR,
EDP University of Puerto Rico Inc-San Sebastian,PR,1067.0
Emma's Beauty Academy-Mayaguez,PR,388.0
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,555.0
Instituto Tecnologico de Puerto Rico-Recinto de Manati,PR,713.0
Huertas College,PR,1184.0
Humacao Community College,PR,639.0
ICPR Junior College-Arecibo,PR,576.0
ICPR Junior College-Mayaguez,PR,490.0
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,PR,307.0
Hispanic American College,PR,482.0
Instituto de Banca y Comercio Inc,PR,19014.0
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,PR,662.0
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,PR,601.0
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,PR,632.0
Inter American University of Puerto Rico-San German,PR,4395.0
Inter American University of Puerto Rico-Aguadilla,PR,4300.0
Inter American University of Puerto Rico-Arecibo,PR,4202.0
Inter American University of Puerto Rico-Barranquitas,PR,2107.0
Inter American University of Puerto Rico-Metro,PR,6747.0
Inter American University of Puerto Rico-Ponce,PR,5305.0
Inter American University of Puerto Rico-Fajardo,PR,2076.0
Inter American University of Puerto Rico-Guayama,PR,2059.0
Inter American University of Puerto Rico-Bayamon,PR,4679.0
Inter American University of Puerto Rico-School of Law,PR,
International Technical College,PR,112.0
Liceo de Arte y Tecnologia,PR,1604.0
MBTI Business Training Institute,PR,3872.0
Modern Hairstyling Institute-Bayamon,PR,231.0
Modern Hairstyling Institute-Arecibo,PR,43.0
National University College-Bayamon,PR,4983.0
National University College-Arecibo,PR,1450.0
Ponce Paramedical College Inc,PR,2607.0
Ponce School of Medicine and Health Sciences,PR,
University of Puerto Rico-Aguadilla,PR,2849.0
University of Puerto Rico-Arecibo,PR,3729.0
University of Puerto Rico-Bayamon,PR,4823.0
University of Puerto Rico-Carolina,PR,3721.0
University of Puerto Rico-Cayey,PR,3686.0
University of Puerto Rico-Humacao,PR,3497.0
University of Puerto Rico-Utuado,PR,1345.0
University of Puerto Rico-Mayaguez,PR,10914.0
University of Puerto Rico-Medical Sciences,PR,453.0
University of Puerto Rico-Ponce,PR,3230.0
University of Puerto Rico-Rio Piedras,PR,12086.0
Universidad Del Este,PR,12198.0
Ryder Memorial School for Practical Nursing,PR,14.0
Universidad del Sagrado Corazon,PR,4596.0
Seminario Evangelico de Puerto Rico,PR,
Universidad Central Del Caribe,PR,140.0
Universidad Politecnica de Puerto Rico,PR,3759.0
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,1391.0
Universidad Del Turabo,PR,14596.0
College of Micronesia-FSM,FM,2344.0
Palau Community College,PW,602.0
University of the Virgin Islands,VI,1971.0
Stanford University,CA,7018.0
Purdue University-Main Campus,IN,29977.0
Blue Hills Regional Technical School,MA,56.0
Parker University,TX,229.0
EDP Univeristy of Puerto Rico Inc-San Juan,PR,1462.0
ICPR Junior College-General Institutional,PR,688.0
ITT Technical Institute-Sylmar,CA,607.0
ITT Technical Institute-Westminster,CO,212.0
Widener University-Delaware Law School,DE,89.0
City College-Fort Lauderdale,FL,571.0
Meridian College,FL,182.0
Georgia Perimeter College,GA,19025.0
Georgia Piedmont Technical College,GA,3409.0
The Beauty Institute Schwarzkopf Professional - Coeur D'Alene,ID,92.0
Cortiva Institute-Chicago,IL,139.0
ETI School of Skilled Trades,IL,294.0
Trend Setters' Academy of Beauty Culture-Elizabethtown,KY,69.0
Traxlers School of Hair,MS,41.0
Infinity Career College,MS,111.0
Vatterott College-Berkeley,MO,1287.0
Metro Business College-Rolla,MO,76.0
Metro Business College-Jefferson City,MO,125.0
Warren County Community College,NJ,1699.0
St. John's College,NM,340.0
Yeshiva and Kollel Harbotzas Torah,NY,31.0
Bais Medrash Elyon,NY,67.0
Antioch University-Los Angeles,CA,167.0
Antioch University-Santa Barbara,CA,165.0
Antioch University-New England,NH,
Antioch University-Seattle,WA,164.0
Antioch University-Midwest,OH,81.0
Mid-America Christian University,OK,2044.0
Platt College-Tulsa,OK,276.0
Ponca City Beauty College,OK,72.0
Francis Tuttle Technology Center,OK,977.0
Central Technology Center,OK,192.0
Carrington College-Portland,OR,100.0
Career Technology Center of Lackawanna County,PA,76.0
Brightwood College-Nashville,TN,368.0
Brightwood College-El Paso,TX,566.0
Houston Graduate School of Theology,TX,
Palo Alto College,TX,6678.0
Sebring Career Schools-Huntsville,TX,38.0
University of Cosmetology Arts & Sciences-San Antonio Perrin,TX,69.0
Central Texas Beauty College-Round Rock,TX,78.0
Empire Beauty School-Manitowoc,WI,58.0
Unification Theological Seminary,NY,33.0
Athens Technical College,GA,4002.0
Maricopa Skill Center,AZ,796.0
Carrington College-San Leandro,CA,509.0
Headmasters School of Hair Design,ID,38.0
Razzle Dazzle College of Hair Design Inc,ID,100.0
Beckfield College-Florence,KY,712.0
Dorsey Business Schools-Wayne,MI,139.0
Ecumenical Theological Seminary,MI,24.0
Ross Medical Education Center-Saginaw,MI,167.0
Sussex County Community College,NJ,2688.0
Landmark College,VT,500.0
National American University-Independence,MO,583.0
Yeshiva Gedolah of Greater Detroit,MI,62.0
Austin Graduate School of Theology,TX,17.0
Collin County Community College District,TX,24532.0
Owensboro Community and Technical College,KY,3013.0
Heads West Kentucky Beauty College,KY,68.0
Empire Beauty School-Hurstborne,KY,118.0
Southeast School of Cosmetology,KY,35.0
Cloyd's Beauty School 3 Inc,LA,46.0
Moore Norman Technology Center,OK,428.0
Fayette County Career & Technical Institute Practical Nursing Program,PA,118.0
Franklin County Career and Technology Center,PA,58.0
Paul Mitchell the School-Knoxville,TN,148.0
Ogle School Hair Skin Nails-Hurst,TX,120.0
Fashion Institute of Design & Merchandising-San Diego,CA,142.0
National American University-Albuquerque,NM,352.0
Tennessee College of Applied Technology Nashville,TN,804.0
ECPI University,VA,10258.0
Branford Hall Career Institute-Jersey City,NJ,251.0
Paul Mitchell the School-Houston,TX,328.0
TDDS Technical Institute,OH,226.0
Fortis Institute-Forty Fort,PA,186.0
Laurel Business Institute,PA,233.0
Antonelli Medical and Professional Institute,PA,128.0
Aviation Institute of Maintenance-Philadelphia,PA,320.0
Fortis Institute-Mulberry,FL,44.0
Carrington College-Westside,AZ,503.0
Dorsey Business Schools-Roseville,MI,480.0
Moler-Pickens Beauty Academy,OH,78.0
Red River Technology Center,OK,147.0
Brightwood Career Institute-Harrisburg,PA,217.0
ITT Technical Institute-Newburgh,IN,222.0
Southern Union State Community College,AL,4487.0
South University-Columbia,SC,1022.0
Everest University-Brandon,FL,2290.0
Clinton Technical School,MO,22.0
Consolidated School of Business-Lancaster,PA,99.0
Greene County Career and Technology Center,PA,31.0
Lac Courte Oreilles Ojibwa Community College,WI,297.0
Diesel Driving Academy-Shreveport,LA,242.0
Pima Medical Institute-Mesa,AZ,1038.0
Platt College-Los Angeles,CA,661.0
Platt College-Aurora,CO,209.0
Kaplan University-Davenport Campus,IA,40335.0
Kaplan University-Cedar Falls Campus,IA,347.0
Paul Mitchell the School-Boise,ID,142.0
Christian Life College,IL,38.0
Knowledge Systems Institute,IL,
Educators of Beauty College of Cosmetology-Rockford,IL,63.0
ITT Technical Institute-Arlington Heights,IL,233.0
Northwestern College-Southwestern Campus,IL,737.0
Tulsa Technology Center-Lemley Campus,OK,1287.0
Tulsa Technology Center-Riverside Campus,OK,666.0
Tulsa Technology Center-Broken Arrow Campus,OK,734.0
Douglas J Aveda Institute,MI,826.0
ITT Technical Institute-Troy,MI,466.0
Ross Medical Education Center-Brighton,MI,131.0
Ross Medical Education Center-Ann Arbor,MI,126.0
Taylortown School of Beauty Inc,MI,172.0
Pike-Lincoln Technical Center,MO,22.0
Pennsylvania Institute of Health and Technology,PA,104.0
Skyline College-Roanoke,VA,191.0
Bethel Seminary-San Diego,CA,
St Charles Community College,MO,6565.0
Brandman University,CA,3755.0
New College of Florida,FL,834.0
Arizona Academy of Beauty-North,AZ,49.0
Empire Beauty School-Prescott,AZ,72.0
Le Cordon Bleu College of Culinary Arts-Scottsdale,AZ,1566.0
Conservatory of Recording Arts and Sciences,AZ,673.0
Adrian's College of Beauty Turlock,CA,133.0
California Career School,CA,136.0
Rolf Institute of Structural Integration,CO,61.0
Heritage College-Denver,CO,482.0
Empire Beauty School-Highland,KY,48.0
Sunstate Academy,FL,342.0
Elizabeth Grady School of Esthetics and Massage Therapy,MA,183.0
Ross Medical Education Center-Port Huron,MI,77.0
Capri Institute of Hair Design-Clifton,NJ,241.0
Raphael's School of Beauty Culture Inc-Alliance,OH,110.0
Metro Technology Centers,OK,1106.0
Heald College-Roseville,CA,1045.0
Daymar College-Bowling Green,KY,239.0
Everest College-Everett,WA,410.0
Luna Community College,NM,754.0
Grabber School of Hair Design,MO,156.0
Yeshivah Gedolah Rabbinical College,FL,52.0
University of the District of Columbia-David A Clarke School of Law,DC,
Raphael's School of Beauty Culture Inc-Brunswick,OH,57.0
Caribbean University-Ponce,PR,1037.0
Caribbean University-Vega Baja,PR,460.0
University of Advancing Technology,AZ,784.0
Paradise Valley Community College,AZ,6515.0
Chandler-Gilbert Community College,AZ,10842.0
HSHS St. John's Hospital School of Clinical Laboratory Science,IL,6.0
Madison Media Institute,WI,371.0
Sanford-Brown Institute-White Plains,NY,47.0
Sanford-Brown Institute-Garden City,NY,717.0
Great Plains Technology Center,OK,240.0
Roane-Jackson Technical Center,WV,33.0
Total Cosmetology Training Center,WA,67.0
Pioneer Technology Center,OK,132.0
Portage Lakes Career Center,OH,102.0
Eastern College of Health Vocations-New Orleans,LA,153.0
Bell Mar Beauty College,IL,76.0
Caddo Kiowa Technology Center,OK,187.0
Brightwood College-San Antonio-San Pedro,TX,574.0
Center for Instruction Technology & Innovation (CiTi),NY,95.0
Le Cordon Bleu College of Culinary Arts-Austin,TX,643.0
The Art Institute of New York City,NY,898.0
Paris II Educational Center,MO,101.0
International School of Skin Nailcare & Massage Therapy,GA,293.0
Palomar Institute of Cosmetology,CA,121.0
Southern Oklahoma Technology Center,OK,131.0
Vista College,TX,2951.0
Autry Technology Center,OK,303.0
Greene County Vocational School District,OH,33.0
Canadian Valley Technology Center,OK,385.0
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,116.0
Mayo Graduate School,MN,
Meridian Technology Center,OK,318.0
Waynesville Career Center,MO,54.0
Connecticut Institute of Hair Design,CT,24.0
Capitol School of Hairstyling and Esthetics,NE,116.0
Morris County Vocational School District,NJ,50.0
Ross Medical Education Center-Roosevelt Park,MI,169.0
Ross Medical Education Center-Kentwood,MI,221.0
South Florida Bible College and Theological Seminary,FL,92.0
Cloyd's Barber School 2 Inc,LA,25.0
Universal Technical Institute of Illinois Inc,IL,1403.0
Pennsylvania College of Technology,PA,5565.0
Commonwealth Institute of Funeral Service,TX,228.0
Delta College of Arts & Technology,LA,414.0
InterCoast Colleges-Orange,CA,56.0
Stone Child College,MT,259.0
New York Academy of Art,NY,
Suffolk County Community College,NY,22222.0
Las Positas College,CA,8144.0
Blades School of Hair Design,MD,99.0
Ogeechee Technical College,GA,2217.0
Remington College-Mobile Campus,AL,518.0
Everest College-Aurora,CO,328.0
Southern Technical College,FL,1258.0
Mercy-St Luke's School of Radiologic Technology,IA,23.0
ITT Technical Institute-Norwood,MA,455.0
Southwest Acupuncture College-Santa Fe,NM,
Northwest Technology Center-Alva,OK,107.0
Mercer County Career Center,PA,39.0
ITT Technical Institute-Knoxville,TN,294.0
ITT Technical Institute-Austin,TX,438.0
ITT Technical Institute-Houston North,TX,645.0
California State University-San Marcos,CA,11506.0
Argosy University-Hawaii,HI,419.0
Baptist Theological Seminary at Richmond,VA,
Brightwood College-Modesto,CA,408.0
Kaplan University-Des Moines Campus,IA,782.0
Hairmasters Institute of Cosmetology,IL,106.0
Tricoci University of Beauty Cuture LLC-Bloomington,IN,65.0
Pinnacle Career Institute-Lawrence,KS,113.0
Interactive College of Technology-Newport,KY,63.0
Career Technical College-Monroe,LA,623.0
Empire Beauty School-Lowell,MA,98.0
Ross Medical Education Center-Taylor,MI,89.0
McNally Smith College of Music,MN,473.0
National Tractor Trailer School Inc-Liverpool,NY,146.0
Interactive College of Technology,TX,40.0
Star Career Academy–Brick,NJ,374.0
New Castle Beauty Academy,PA,39.0
NorthWest Arkansas Community College,AR,6568.0
Madera Beauty College,CA,37.0
Colorado Heights University,CO,107.0
Brewster Technical College,FL,195.0
Hodges University,FL,1680.0
Everest University-Lakeland,FL,367.0
Argosy University-Atlanta,GA,422.0
University of St Augustine for Health Sciences,CA,
Capital Area School of Practical Nursing,IL,139.0
Alexandria School of Scientific Therapeutics,IN,37.0
Empire Beauty School-Bloomfield,NJ,156.0
Southwest Technology Center,OK,67.0
Western Area Career & Technology Center,PA,76.0
Daymar Institute-Clarksville,TN,513.0
Nossi College of Art,TN,261.0
Seguin Beauty School-New Braunfels,TX,35.0
ITT Technical Institute-Norfolk,VA,698.0
Pima Medical Institute-Seattle,WA,760.0
Mineral County Vocational Technical Center,WV,20.0
Hypnosis Motivation Institute,CA,75.0
Los Angeles ORT College-Los Angeles Campus,CA,306.0
Everest College-West Los Angeles,CA,340.0
Thanh Le College School of Cosmetology,CA,41.0
Southeastern Technical College,GA,1349.0
Massachusetts School of Law,MA,
ITT Technical Institute-Albuquerque,NM,402.0
Community Services Division-Alliance City,OH,63.0
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,FL,2959.0
Erwin Technical College,FL,751.0
Rosel School of Cosmetology,IL,70.0
Worsham College of Mortuary Science,IL,108.0
Oregon College of Oriental Medicine,OR,
Central Pennsylvania Institute of Science and Technology,PA,243.0
Northwest Educational Center,TX,224.0
Sebring Career Schools-Houston,TX,95.0
PCI Health Training Center,TX,495.0
Windham Memorial Hospital-Radiologic Technology Program,CT,17.0
Miami-Jacobs Career College-Columbus,OH,366.0
Bryant & Stratton College-Eastlake,OH,471.0
Hamrick School,OH,121.0
Alabama State College of Barber Styling,AL,25.0
Fortis College-Mobile,AL,352.0
Arkansas Beauty School,AR,20.0
Everest College-Ontario,CA,707.0
Downey Adult School,CA,1210.0
Heald College-Stockton,CA,1025.0
Heald College-Hayward,CA,943.0
CRU Institute,CA,49.0
Modern Technology School,CA,131.0
National Career Education,CA,141.0
Everest College-Anaheim,CA,443.0
Thuy Princess Beauty College,CA,74.0
North-West College-Glendale,CA,187.0
Everest College-City of Industry,CA,889.0
